"nhs_region","trust_type","trust_name","provider_code","wk_start","wk","onset_category","n","ecds_last_update","sus_last_update"
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-04-27,17,"HO.pHA",2,NA,2020-05-19
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-04-27,17,"Unlinked",1,2020-07-27,2020-07-27
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-04,18,"CO",6,NA,2020-05-29
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-04,18,"HO.HA",2,NA,2020-06-11
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-04,18,"HO.iHA",1,NA,2020-05-31
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-04,18,"HO.pHA",1,NA,2020-06-05
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-11,19,"CO",5,NA,2020-06-25
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-11,19,"HO.HA",1,2020-02-28,NA
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-11,19,"HO.iHA",1,NA,2020-05-31
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-11,19,"HO.pHA",1,NA,2020-06-16
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-11,19,"Unlinked",2,2020-07-02,2020-07-02
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-18,20,"CO",3,NA,2020-06-13
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-18,20,"HO.iHA",2,NA,2020-07-01
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-18,20,"HO.pHA",1,NA,2020-06-10
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-18,20,"Unlinked",1,NA,NA
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-25,21,"CO",3,NA,2020-06-20
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-25,21,"HO.pHA",2,NA,2020-07-08
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-05-25,21,"Unlinked",4,NA,NA
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-01,22,"CO",2,NA,2020-06-19
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-01,22,"HO.HA",1,NA,2020-07-02
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-08,23,"CO",4,NA,2020-08-04
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-08,23,"HO.iHA",1,NA,2020-07-18
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-15,24,"CO",2,NA,2020-08-19
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-15,24,"Unlinked",1,NA,NA
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-22,25,"CO",1,NA,2020-08-02
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-22,25,"HO.HA",1,NA,2020-07-23
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-22,25,"HO.iHA",1,NA,2020-08-12
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-29,26,"HO.HA",1,NA,2020-06-29
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-06-29,26,"HO.iHA",1,NA,2020-07-09
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-07-06,27,"CO",1,NA,2020-07-22
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-07-13,28,"CO",2,NA,2020-08-26
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-07-20,29,"CO",1,NA,2020-08-26
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-08-03,31,"HO.iHA",1,NA,2020-08-24
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-08-10,32,"CO",1,NA,2020-08-26
"SOUTH EAST","COMMUNITY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY",2020-09-07,36,"HO.HA",1,2019-12-09,NA
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-03-09,10,"Unlinked",2,2020-03-13,NA
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-03-23,12,"CO",2,NA,2020-05-27
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-03-23,12,"HO.iHA",1,NA,2020-04-05
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-03-23,12,"HO.pHA",1,NA,2020-04-10
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-03-30,13,"Unlinked",1,NA,NA
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-04-06,14,"HO.iHA",2,NA,2020-04-29
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-04-06,14,"HO.pHA",1,NA,2020-05-18
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-04-06,14,"Unlinked",6,NA,NA
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-04-20,16,"CO",1,NA,2020-05-05
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-04-27,17,"Unlinked",2,2020-02-09,2020-03-27
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-05-11,19,"CO",1,NA,2020-05-15
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-05-11,19,"Unlinked",1,NA,NA
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-05-18,20,"CO",1,NA,2020-05-25
"SOUTH EAST","COMMUNITY","SOLENT NHS TRUST","R1C",2020-05-25,21,"CO",1,NA,2020-07-09
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-02,9,"CO",1,2020-03-06,NA
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-09,10,"CO",3,2020-03-11,NA
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-09,10,"HO.HA",1,NA,2020-03-31
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-09,10,"HO.pHA",1,NA,2020-04-01
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-16,11,"HO.HA",9,NA,2020-04-18
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-16,11,"HO.pHA",1,NA,2020-04-01
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-16,11,"Unlinked",1,NA,2020-03-12
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-23,12,"CO",3,NA,2020-04-23
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-23,12,"HO.HA",7,NA,2020-04-23
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-23,12,"HO.iHA",2,NA,2020-03-30
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-23,12,"HO.pHA",2,NA,2020-04-23
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-23,12,"Unlinked",6,2020-06-19,2020-03-06
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-30,13,"CO",7,2020-04-03,2020-04-29
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-30,13,"HO.iHA",6,NA,2020-04-29
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-30,13,"HO.pHA",2,NA,2020-04-17
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-03-30,13,"Unlinked",15,2020-05-15,2020-09-21
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-06,14,"CO",9,NA,2020-05-06
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-06,14,"HO.HA",1,NA,2020-05-05
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-06,14,"HO.iHA",7,NA,2020-05-19
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-06,14,"HO.pHA",5,NA,2020-05-12
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-06,14,"Unlinked",17,2020-03-30,2020-07-21
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-13,15,"CO",8,NA,2020-06-06
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-13,15,"HO.HA",1,NA,2020-05-04
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-13,15,"HO.iHA",4,NA,2020-06-08
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-13,15,"HO.pHA",11,NA,2020-06-08
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-13,15,"Unlinked",120,2020-08-06,2020-08-03
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-20,16,"CO",4,2020-05-05,2020-05-13
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-20,16,"HO.HA",5,NA,2020-05-25
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-20,16,"HO.iHA",1,NA,2020-05-06
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-20,16,"HO.pHA",2,NA,2020-05-27
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-20,16,"Unlinked",62,2020-09-09,2020-04-17
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-27,17,"CO",4,2020-05-13,2020-05-20
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-27,17,"HO.iHA",3,2020-04-30,2020-05-26
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-27,17,"HO.pHA",2,NA,2020-05-12
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-04-27,17,"Unlinked",21,2020-07-26,2020-07-18
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-05-04,18,"Unlinked",6,NA,NA
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-05-11,19,"CO",3,NA,2020-07-24
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-05-11,19,"Unlinked",5,2020-05-28,NA
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-05-18,20,"HO.iHA",1,NA,2020-07-09
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-05-18,20,"Unlinked",10,2020-08-24,2020-07-11
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-05-25,21,"CO",1,NA,2020-07-01
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-05-25,21,"HO.HA",1,NA,2020-06-29
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-05-25,21,"Unlinked",9,2020-05-27,2020-05-26
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-06-01,22,"CO",2,NA,2020-06-25
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-06-01,22,"Unlinked",5,2020-06-25,2020-06-05
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-06-08,23,"HO.iHA",1,NA,2020-06-25
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-06-08,23,"HO.pHA",3,2020-06-03,2020-07-11
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-06-08,23,"Unlinked",6,2020-08-08,2020-06-10
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-06-15,24,"HO.HA",1,NA,2020-06-22
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-06-15,24,"Unlinked",3,NA,2020-07-30
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-06-29,26,"Unlinked",2,NA,NA
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-07-06,27,"Unlinked",2,NA,2020-08-12
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-08-03,31,"Unlinked",2,NA,NA
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-08-17,33,"Unlinked",1,NA,2020-08-19
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-08-31,35,"CO",1,2020-09-13,NA
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-09-07,36,"Unlinked",2,NA,NA
"SOUTH EAST","COMMUNITY","SUSSEX COMMUNITY NHS FOUNDATION TRUST","RDR",2020-09-14,37,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-03-16,11,"Unlinked",1,2020-03-19,2020-03-20
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-03-30,13,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-04-06,14,"Unlinked",3,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-04-13,15,"Unlinked",5,2019-12-11,NA
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-04-20,16,"Unlinked",17,2020-06-05,2020-06-12
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-04-27,17,"Unlinked",22,2020-05-21,2020-07-22
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-05-04,18,"Unlinked",4,2020-06-25,2020-07-04
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-05-11,19,"Unlinked",12,2020-02-24,2020-03-05
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-05-18,20,"Unlinked",13,2020-08-02,2020-03-23
"SOUTH EAST","INDEPENDENT SECTOR","ASSURA HAMPSHIRE","NYH",2020-05-25,21,"Unlinked",2,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","BACK2HEALTH PARTNERSHIP","NKE",2020-09-07,36,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","CANCER PARTNERS UK LIMITED","AHC",2020-06-15,24,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","CARE UK","NTP",2020-04-20,16,"CO",4,2020-05-06,NA
"SOUTH EAST","INDEPENDENT SECTOR","CARE UK","NTP",2020-04-27,17,"CO",1,2020-05-10,NA
"SOUTH EAST","INDEPENDENT SECTOR","CARE UK","NTP",2020-05-18,20,"CO",1,2020-05-28,NA
"SOUTH EAST","INDEPENDENT SECTOR","CARE UK","NTP",2020-07-06,27,"CO",1,2020-07-07,NA
"SOUTH EAST","INDEPENDENT SECTOR","CARE UK","NTP",2020-08-03,31,"Unlinked",2,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","CARE UK","NTP",2020-08-10,32,"CO",1,2020-08-03,NA
"SOUTH EAST","INDEPENDENT SECTOR","CARE UK","NTP",2020-08-31,35,"CO",1,2020-09-07,NA
"SOUTH EAST","INDEPENDENT SECTOR","CARE UK","NTP",2020-09-07,36,"CO",1,2020-09-09,NA
"SOUTH EAST","INDEPENDENT SECTOR","CARE UK","NTP",2020-09-07,36,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","CSH SURREY","NTV",2020-03-23,12,"CO",3,NA,2020-04-24
"SOUTH EAST","INDEPENDENT SECTOR","CSH SURREY","NTV",2020-03-30,13,"CO",1,NA,2020-04-21
"SOUTH EAST","INDEPENDENT SECTOR","CSH SURREY","NTV",2020-04-06,14,"CO",1,NA,2020-04-27
"SOUTH EAST","INDEPENDENT SECTOR","CSH SURREY","NTV",2020-04-13,15,"HO.iHA",1,NA,2020-04-25
"SOUTH EAST","INDEPENDENT SECTOR","CSH SURREY","NTV",2020-04-20,16,"CO",1,NA,2020-05-02
"SOUTH EAST","INDEPENDENT SECTOR","CSH SURREY","NTV",2020-04-20,16,"HO.pHA",1,NA,2020-04-22
"SOUTH EAST","INDEPENDENT SECTOR","CSH SURREY","NTV",2020-05-18,20,"HO.iHA",1,NA,2020-06-08
"SOUTH EAST","INDEPENDENT SECTOR","CYGNET HEALTH CARE LIMITED","NMJ",2020-04-06,14,"Unlinked",2,2020-02-25,NA
"SOUTH EAST","INDEPENDENT SECTOR","CYGNET HEALTH CARE LIMITED","NMJ",2020-04-13,15,"Unlinked",23,2020-09-04,2020-02-08
"SOUTH EAST","INDEPENDENT SECTOR","CYGNET HEALTH CARE LIMITED","NMJ",2020-04-20,16,"Unlinked",3,2020-04-21,2020-04-21
"SOUTH EAST","INDEPENDENT SECTOR","CYGNET HEALTH CARE LIMITED","NMJ",2020-05-04,18,"Unlinked",5,2020-06-19,2020-07-12
"SOUTH EAST","INDEPENDENT SECTOR","EAST KENT MEDICAL SERVICES LTD","NN8",2020-05-04,18,"CO",1,NA,2020-05-08
"SOUTH EAST","INDEPENDENT SECTOR","EAST KENT MEDICAL SERVICES LTD","NN8",2020-05-25,21,"CO",1,NA,2020-05-26
"SOUTH EAST","INDEPENDENT SECTOR","EAST KENT MEDICAL SERVICES LTD","NN8",2020-06-01,22,"CO",1,NA,2020-06-08
"SOUTH EAST","INDEPENDENT SECTOR","EAST KENT MEDICAL SERVICES LTD","NN8",2020-06-15,24,"CO",1,NA,2020-06-23
"SOUTH EAST","INDEPENDENT SECTOR","GRYPHON HEALTH LLP","NPW",2020-04-06,14,"Unlinked",1,2020-03-31,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-03-09,10,"Unlinked",2,2020-03-05,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-03-16,11,"Unlinked",2,2020-03-15,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-03-23,12,"Unlinked",13,2020-03-22,2020-03-24
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-03-30,13,"Unlinked",40,2020-08-17,2020-03-30
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-04-06,14,"Unlinked",4,2020-04-05,2020-04-07
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-04-13,15,"Unlinked",3,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-04-27,17,"Unlinked",2,2020-04-26,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-05-25,21,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-06-08,23,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-06-15,24,"Unlinked",2,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-06-22,25,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-06-29,26,"Unlinked",1,NA,2020-08-03
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-07-20,29,"Unlinked",3,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-07-27,30,"Unlinked",1,NA,2020-07-27
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-08-03,31,"Unlinked",2,NA,2020-08-21
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-08-10,32,"Unlinked",2,NA,2020-09-09
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-08-17,33,"Unlinked",2,2020-05-03,2020-09-04
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-08-24,34,"Unlinked",1,2020-07-08,2020-07-15
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-09-07,36,"Unlinked",2,2020-07-24,2020-06-01
"SOUTH EAST","INDEPENDENT SECTOR","INHEALTH LIMITED","NV1",2020-09-14,37,"Unlinked",4,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-03-23,12,"Unlinked",1,2020-05-24,NA
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-03-30,13,"Unlinked",18,2020-08-14,2019-12-30
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-04-06,14,"Unlinked",12,NA,2020-07-16
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-04-13,15,"Unlinked",15,2020-06-23,2020-04-03
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-04-20,16,"Unlinked",2,2020-01-01,NA
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-04-27,17,"Unlinked",1,2020-05-24,2020-05-26
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-05-11,19,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-05-18,20,"Unlinked",1,2020-07-13,NA
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-06-01,22,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-06-08,23,"Unlinked",2,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-06-15,24,"Unlinked",5,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-06-22,25,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","MEDWAY COMMUNITY HEALTHCARE","NQ7",2020-07-06,27,"Unlinked",2,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","TALKPLUS","NCH",2020-03-30,13,"Unlinked",5,2020-06-10,2020-03-19
"SOUTH EAST","INDEPENDENT SECTOR","TALKPLUS","NCH",2020-04-06,14,"Unlinked",30,2020-09-09,2020-07-08
"SOUTH EAST","INDEPENDENT SECTOR","TALKPLUS","NCH",2020-04-13,15,"Unlinked",25,2020-04-10,2020-04-08
"SOUTH EAST","INDEPENDENT SECTOR","TALKPLUS","NCH",2020-04-20,16,"Unlinked",5,2020-04-20,2020-04-10
"SOUTH EAST","INDEPENDENT SECTOR","TALKPLUS","NCH",2020-04-27,17,"Unlinked",4,2020-04-24,2020-04-25
"SOUTH EAST","INDEPENDENT SECTOR","TALKPLUS","NCH",2020-05-04,18,"Unlinked",1,NA,2020-03-03
"SOUTH EAST","INDEPENDENT SECTOR","TALKPLUS","NCH",2020-06-15,24,"Unlinked",1,NA,2020-06-08
"SOUTH EAST","INDEPENDENT SECTOR","TALKPLUS","NCH",2020-07-06,27,"Unlinked",1,2020-05-06,2020-05-07
"SOUTH EAST","INDEPENDENT SECTOR","TALKPLUS","NCH",2020-09-14,37,"Unlinked",3,2020-03-26,NA
"SOUTH EAST","INDEPENDENT SECTOR","THE HUNTERCOMBE GROUP","NV2",2020-03-30,13,"Unlinked",1,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","THE INJURY CARE CLINICS LTD","NL5",2020-05-11,19,"Unlinked",1,2020-05-03,2020-05-07
"SOUTH EAST","INDEPENDENT SECTOR","THE PRACTICE","NX1",2020-04-06,14,"Unlinked",1,NA,2020-03-18
"SOUTH EAST","INDEPENDENT SECTOR","THE PRACTICE","NX1",2020-04-20,16,"Unlinked",3,NA,NA
"SOUTH EAST","INDEPENDENT SECTOR","THE PRACTICE","NX1",2020-04-27,17,"Unlinked",2,NA,2020-05-01
